-5.	0.28366218546322625
-4.75	0.03760215288797655
-4.5	-0.2107957994307797
-4.25	-0.4460874899137928
-4.	-0.6536436208636119
-3.75	-0.8205593573395608
-3.5	-0.9364566872907963
-3.25	-0.9941296760805463
-3.	-0.9899924966004454
-2.75	-0.9243023786324636
-2.5	-0.8011436155469337
-2.25	-0.6281736227227391
-2.	-0.4161468365471424
-1.75	-0.17824605564949209
-1.5	0.0707372016677029
-1.25	0.3153223623952687
-1.	0.5403023058681398
-0.75	0.7316888688738209
-0.5	0.8775825618903728
-0.25	0.9689124217106447
0.	1.
0.25	0.9689124217106447
0.5	0.8775825618903728
0.75	0.7316888688738209
1.	0.5403023058681398
1.25	0.3153223623952687
1.5	0.0707372016677029
1.75	-0.17824605564949209
2.	-0.4161468365471424
2.25	-0.6281736227227391
2.5	-0.8011436155469337
2.75	-0.9243023786324636
3.	-0.9899924966004454
3.25	-0.9941296760805463
3.5	-0.9364566872907963
3.75	-0.8205593573395608
4.	-0.6536436208636119
4.25	-0.4460874899137928
4.5	-0.2107957994307797
4.75	0.03760215288797655
5.	0.28366218546322625
