-5.	0.9589242746631385
-4.75	0.999292788975378
-4.5	0.977530117665097
-4.25	0.8949893582285835
-4.	0.7568024953079282
-3.75	0.5715613187423437
-3.5	0.35078322768961984
-3.25	0.10819513453010837
-3.	-0.1411200080598672
-2.75	-0.3816609920523317
-2.5	-0.5984721441039564
-2.25	-0.7780731968879212
-2.	-0.9092974268256817
-1.75	-0.9839859468739369
-1.5	-0.9974949866040544
-1.25	-0.9489846193555862
-1.	-0.8414709848078965
-0.75	-0.6816387600233341
-0.5	-0.479425538604203
-0.25	-0.24740395925452294
0.	0.
0.25	0.24740395925452294
0.5	0.479425538604203
0.75	0.6816387600233341
1.	0.8414709848078965
1.25	0.9489846193555862
1.5	0.9974949866040544
1.75	0.9839859468739369
2.	0.9092974268256817
2.25	0.7780731968879212
2.5	0.5984721441039564
2.75	0.3816609920523317
3.	0.1411200080598672
3.25	-0.10819513453010837
3.5	-0.35078322768961984
3.75	-0.5715613187423437
4.	-0.7568024953079282
4.25	-0.8949893582285835
4.5	-0.977530117665097
4.75	-0.999292788975378
5.	-0.9589242746631385
